employee_id,department,job_level,location,hire_date,tenure_months,performance_rating,manager_id,status,is_active,exit_date,base_salary,band_min,band_mid,band_max,market_benchmark_salary,comp_to_market_ratio,band_penetration,last_merit_increase_pct,months_since_last_raise,attrition_flag,benchmark_imputed,salary_imputed,performance_imputed,salary_corrected
DF-100208,Support,L1 - Junior,Munich,2020-02-04,71,2.0,DF-100578,Active,True,,46240.0,33817.0,41240.0,48664.0,40009.0,1.1557,0.8367,1.08,29,0,False,False,False,False
DF-100344,Support,L1 - Junior,London,2025-03-03,10,5.0,DF-100246,Active,True,,48382.0,36883.0,44979.0,53075.0,43596.0,1.1098,0.7102,6.38,13,0,False,False,False,False
DF-100131,Customer Success,L2 - Mid,Berlin,2024-06-03,19,4.0,DF-100349,Terminated,False,2025-06-03,50545.0,47407.0,57814.0,68220.0,62350.0,0.8107,0.1508,7.08,5,1,False,False,False,False
DF-100380,Engineering,L2 - Mid,Lisbon,2022-08-04,41,3.0,DF-100132,Terminated,False,2024-10-09,59099.0,56065.0,68371.0,80678.0,67292.0,0.8782,0.1233,4.01,7,1,False,False,False,False
DF-100174,Operations,L2 - Mid,Munich,2024-05-03,20,2.0,DF-100152,Active,True,,65778.0,48160.0,58731.0,69303.0,46202.0,1.4237,0.8333,1.27,12,0,False,False,False,False
DF-100651,Operations,L3 - Senior,Munich,2022-11-03,38,5.0,DF-100114,Active,True,,89665.0,66852.0,81527.0,96202.0,88185.0,1.0168,0.7773,4.59,13,0,False,False,False,False
DF-100191,Operations,L3 - Senior,Munich,2024-03-04,22,3.0,DF-100427,Active,True,,88351.0,67218.0,81973.0,96728.0,80368.0,1.0993,0.7161,2.6,7,0,False,False,False,False
DF-100270,Operations,L3 - Senior,Remote-DE,2023-05-05,32,4.0,DF-100427,Active,True,,83857.0,62306.0,75983.0,89659.0,75699.0,1.1078,0.7879,4.84,14,0,False,False,False,False
DF-100407,Engineering,L3 - Senior,Lisbon,2022-10-04,39,3.0,DF-100052,Active,True,,86674.0,73044.0,89078.0,105112.0,85488.0,1.0139,0.425,6.37,13,0,False,False,False,False
DF-100448,Support,L2 - Mid,Lisbon,2022-11-03,38,4.0,DF-100103,Active,True,,41788.0,34024.0,41493.0,48962.0,41493.0,1.0071,0.5197,2.31,21,0,True,False,False,False
DF-100123,Operations,L5 - Manager,Munich,2023-10-04,27,4.0,DF-100356,Active,True,,132227.0,99262.0,121051.0,142840.0,121051.0,1.0923,0.7565,4.91,6,0,True,False,False,False
DF-100138,Sales,L1 - Junior,London,2023-08-04,29,1.0,DF-100248,Active,True,,67767.0,49079.0,59852.0,70625.0,58531.0,1.1578,0.8674,2.64,20,0,False,False,False,False
DF-100622,Operations,L2 - Mid,Munich,2024-07-03,18,4.0,DF-100114,Active,True,,60903.0,51905.0,63299.0,74692.0,64875.0,0.9388,0.3949,8.04,10,0,False,False,False,False
DF-100051,People/HR,L2 - Mid,Berlin,2022-07-05,42,3.0,DF-100129,Active,True,,53618.0,48293.0,58894.0,69495.0,58603.0,0.9149,0.2512,6.0,9,0,False,False,False,False
DF-100220,Marketing,L2 - Mid,Hamburg,2023-04-04,33,4.0,DF-100419,Active,True,,62786.0,50966.0,62154.0,73341.0,67086.0,0.9359,0.5283,6.26,4,0,False,False,False,False
DF-100112,Engineering,L2 - Mid,Hamburg,2024-04-03,21,3.0,DF-100581,Active,True,,86148.0,66870.0,81549.0,96227.0,81549.0,1.0564,0.6567,4.37,6,0,True,False,False,False
DF-100265,Marketing,L4 - Lead,Remote-DE,2017-08-06,101,3.0,DF-100433,Active,True,,123039.0,84357.0,102874.0,121391.0,114223.0,1.0772,1.0445,1.1,19,0,False,False,False,False
DF-100486,Product,L4 - Lead,London,2021-08-04,53,1.0,DF-100470,Active,True,,130110.0,130110.0,158671.0,187232.0,161485.0,0.8057,0.0,2.52,10,0,False,False,False,False
DF-100272,Support,L1 - Junior,Munich,2018-06-06,91,3.0,DF-100578,Terminated,False,2024-09-29,46148.0,33209.0,40499.0,47789.0,42315.0,1.0906,0.8874,1.29,28,1,False,False,False,False
DF-100342,Sales,L2 - Mid,Hamburg,2024-05-03,20,4.0,DF-100095,Active,True,,80915.0,58666.0,71545.0,84423.0,70132.0,1.1538,0.8638,3.75,18,0,False,False,False,False
DF-100256,Engineering,L1 - Junior,Munich,2025-05-03,8,2.0,DF-100558,Active,True,,68838.0,52466.0,63983.0,75500.0,67759.0,1.0159,0.7108,2.14,12,0,False,False,False,False
DF-100182,Operations,L6 - Director,Munich,2023-06-04,31,3.0,DF-100156,Active,True,,160579.0,126156.0,153848.0,181541.0,156561.0,1.0257,0.6215,2.18,21,0,False,False,False,False
DF-100105,Product,L1 - Junior,London,2024-04-03,21,5.0,DF-100040,Active,True,,72935.0,54517.0,66484.0,78451.0,67753.0,1.0765,0.7695,4.2,14,0,False,False,False,False
DF-100300,Product,L2 - Mid,Lisbon,2023-05-05,32,3.0,DF-100646,Active,True,,68201.0,52633.0,64187.0,75740.0,66174.0,1.0306,0.6737,5.3,14,0,False,False,False,False
DF-100669,Product,L1 - Junior,Lisbon,2018-06-06,91,3.0,DF-100075,Active,True,,45229.0,38164.0,46542.0,54920.0,43753.0,1.0337,0.4216,3.23,15,0,False,False,False,False
DF-100516,Customer Success,L3 - Senior,Munich,2025-05-03,8,4.0,DF-100109,Active,True,,101196.0,74499.0,90852.0,107205.0,90852.0,1.1139,0.8163,4.29,0,0,True,False,False,False
DF-100240,Customer Success,L2 - Mid,London,2018-05-07,92,3.0,DF-100617,Active,True,,81041.0,57995.0,70725.0,83456.0,69951.0,1.1585,0.9051,8.99,15,0,False,False,False,False
DF-100230,Customer Success,L2 - Mid,London,2024-09-02,16,5.0,DF-100349,Terminated,False,2025-07-16,71039.0,59298.0,72315.0,85332.0,77608.0,0.9154,0.451,5.46,17,1,False,False,False,False
DF-100153,Support,L2 - Mid,Munich,2023-07-04,30,4.0,DF-100405,Terminated,False,2025-12-05,53103.0,46043.0,56150.0,66257.0,57124.0,0.9296,0.3493,1.05,10,1,False,False,False,False
DF-100326,Product,L2 - Mid,Lisbon,2022-11-03,38,3.0,DF-100102,Active,True,,52606.0,52606.0,64154.0,75701.0,65679.0,0.801,0.0,5.49,5,0,False,False,False,False
DF-100205,Sales,L2 - Mid,Berlin,2024-08-03,17,3.0,DF-100095,Active,True,,76728.0,59607.0,72691.0,85776.0,60595.0,1.2662,0.6542,5.16,12,0,False,False,False,False
DF-100499,Support,L2 - Mid,Berlin,2021-12-04,49,5.0,DF-100405,Active,True,,56402.0,43512.0,53063.0,62614.0,56403.0,1.0,0.6748,3.92,7,0,False,False,False,False
DF-100294,Operations,L2 - Mid,Hamburg,2018-11-05,86,3.0,DF-100611,Terminated,False,2024-12-08,51326.0,49308.0,60131.0,70955.0,58242.0,0.8813,0.0932,1.29,19,1,False,False,False,False
DF-100150,Finance,L5 - Manager,Hamburg,2025-06-03,7,5.0,DF-100643,Active,True,,126287.0,107743.0,131394.0,155045.0,129220.0,0.9773,0.392,5.7,0,0,False,False,False,False
DF-100156,Operations,L5 - Manager,Lisbon,2020-07-05,66,2.0,DF-100152,Active,True,,100727.0,77839.0,94926.0,112013.0,86033.0,1.1708,0.6697,8.05,10,0,False,False,False,False
DF-100163,Data & Analytics,L1 - Junior,Munich,2023-11-03,26,3.0,DF-100548,Active,True,,57985.0,49034.0,59798.0,70561.0,52045.0,1.1141,0.4158,3.07,13,0,False,False,False,False
DF-100167,Customer Success,L2 - Mid,Berlin,2024-10-02,15,4.0,DF-100126,Terminated,False,2025-12-16,60106.0,50607.0,61716.0,72825.0,61716.0,0.9739,0.4275,5.96,14,1,True,False,False,False
DF-100449,Engineering,L1 - Junior,Lisbon,2020-01-05,72,4.0,DF-100581,Active,True,,51480.0,40748.0,49692.0,58637.0,45907.0,1.1214,0.5999,4.1,3,0,False,False,False,False
DF-100206,Product,L3 - Senior,Berlin,2021-10-04,51,3.0,DF-100257,Active,True,,106849.0,84087.0,102545.0,121003.0,94718.0,1.1281,0.6166,0.0,14,0,False,False,False,False
DF-100188,Engineering,L5 - Manager,Hamburg,2023-10-04,27,3.0,DF-100523,Active,True,,138500.0,132338.0,161388.0,190438.0,139045.0,0.9961,0.1061,1.63,10,0,False,False,False,False
DF-100498,Product,L6 - Director,Remote-DE,2022-12-04,37,5.0,DF-100352,Active,True,,183358.0,150871.0,183989.0,217107.0,200680.0,0.9137,0.4905,7.72,8,0,False,False,False,False
DF-100324,Support,L1 - Junior,London,2023-09-03,28,2.0,DF-100594,Active,True,,46640.0,34977.0,42655.0,50333.0,41900.0,1.1131,0.7595,2.55,17,0,False,False,False,False
DF-100145,Operations,L2 - Mid,Berlin,2023-05-05,32,3.0,DF-100156,Active,True,,67792.0,47962.0,58490.0,69018.0,54119.0,1.2526,0.9418,0.54,21,0,False,False,False,False
DF-100563,Data & Analytics,L2 - Mid,Berlin,2023-09-03,28,2.0,DF-100147,Active,True,,69256.0,61781.0,75343.0,88905.0,69120.0,1.002,0.2756,0.35,26,0,False,False,False,False
DF-100226,Sales,L1 - Junior,Berlin,2021-05-05,56,4.0,DF-100122,Active,True,,55994.0,42428.0,51742.0,61055.0,49200.0,1.1381,0.7283,3.45,20,0,False,False,False,False
DF-100216,Engineering,L3 - Senior,Remote-DE,2025-05-03,8,4.0,DF-100558,Terminated,False,2025-10-05,102508.0,86442.0,105417.0,124392.0,111249.0,0.9214,0.4233,2.97,12,1,False,False,False,False
DF-100194,Finance,L5 - Manager,London,2022-07-05,42,2.0,DF-100536,Terminated,False,2025-01-06,152174.0,121728.0,148449.0,175170.0,157243.0,0.9678,0.5697,3.54,13,1,False,False,False,False
DF-100202,Marketing,L4 - Lead,Lisbon,2015-12-07,121,3.0,DF-100621,Active,True,,88990.0,71879.0,87657.0,103435.0,91211.0,0.9756,0.5422,2.04,16,0,False,False,False,False
DF-100298,Finance,L3 - Senior,London,2025-01-02,12,4.0,DF-100536,Active,True,,97007.0,82689.0,100841.0,118992.0,87310.0,1.1111,0.3944,2.67,0,0,False,False,False,False
DF-100572,Customer Success,L1 - Junior,Remote-DE,2017-09-05,100,5.0,DF-100388,Active,True,,41016.0,36798.0,44875.0,52953.0,43319.0,0.9468,0.2611,5.64,12,0,False,False,False,False
DF-100606,Support,L1 - Junior,Remote-DE,2023-07-04,30,4.0,DF-100343,Active,True,,40940.0,30209.0,36840.0,43471.0,35318.0,1.1592,0.8092,1.99,22,0,False,False,False,False
DF-100530,Data & Analytics,L2 - Mid,Hamburg,2022-05-05,44,4.0,DF-100627,Active,True,,79096.0,63543.0,77492.0,91440.0,73285.0,1.0793,0.5575,5.6,5,0,False,False,False,False
DF-100519,Customer Success,L1 - Junior,Remote-DE,2021-02-03,59,4.0,DF-100626,Active,True,,43969.0,34715.0,42335.0,49955.0,43021.0,1.022,0.6072,1.38,25,0,False,False,False,False
DF-100500,Sales,L2 - Mid,Berlin,2024-02-02,23,4.0,DF-100248,Active,True,,78357.0,58775.0,71677.0,84579.0,70186.0,1.1164,0.7589,4.74,11,0,False,False,False,False
DF-100389,Marketing,L1 - Junior,Berlin,2021-02-03,59,3.0,DF-100331,Active,True,,50019.0,36858.0,44949.0,53040.0,43480.0,1.1504,0.8133,2.6,11,0,False,False,False,False
DF-100547,Sales,L1 - Junior,Hamburg,2021-12-04,49,3.0,DF-100034,Active,True,,56315.0,43117.0,52582.0,62047.0,43458.0,1.2958,0.6972,4.56,11,0,False,False,False,False
DF-100175,Marketing,L4 - Lead,Berlin,2024-11-02,14,3.0,DF-100202,Terminated,False,2025-07-11,91638.0,85409.0,104157.0,122905.0,104157.0,0.8798,0.1661,0.76,18,1,True,False,False,False
DF-100610,People/HR,L3 - Senior,Remote-DE,2024-07-03,18,4.0,DF-100026,Terminated,False,2025-10-08,66847.0,66847.0,81521.0,96195.0,80964.0,0.8256,0.0,5.82,11,1,False,False,False,False
DF-100094,Support,L1 - Junior,Remote-DE,2024-03-04,22,4.0,DF-100353,Active,True,,42140.0,30861.0,37635.0,44409.0,38169.0,1.104,0.8325,4.2,10,0,False,False,False,False
DF-100229,Support,L3 - Senior,Lisbon,2021-08-04,53,3.0,DF-100255,Terminated,False,2024-09-27,47135.0,47135.0,57481.0,67828.0,65098.0,0.7241,0.0,6.36,11,1,False,False,False,False
DF-100496,Product,L3 - Senior,Lisbon,2023-01-03,36,3.0,DF-100352,Terminated,False,2025-07-15,82283.0,72022.0,87831.0,103641.0,83622.0,0.984,0.3245,0.48,27,1,False,False,False,False
DF-100280,Support,L3 - Senior,Remote-DE,2025-07-03,6,3.0,DF-100103,Terminated,False,2025-12-11,63310.0,56824.0,69297.0,81771.0,69254.0,0.9142,0.26,3.27,12,1,False,False,False,False
DF-100524,Sales,L4 - Lead,Remote-DE,2023-12-03,25,3.0,DF-100673,Active,True,,134701.0,97046.0,118348.0,139651.0,118348.0,1.1382,0.8838,5.52,16,0,True,False,False,False
DF-100403,Engineering,L2 - Mid,Berlin,2019-11-05,74,4.0,DF-100251,Terminated,False,2025-04-19,78311.0,65300.0,79634.0,93968.0,74802.0,1.0469,0.4539,6.92,16,1,False,False,False,False
DF-100635,Support,L2 - Mid,Hamburg,2024-02-02,23,3.0,DF-100373,Terminated,False,2025-10-15,53935.0,43396.0,52922.0,62448.0,58261.0,0.9257,0.5532,3.81,10,1,False,False,False,False
DF-100228,Support,L2 - Mid,Munich,2023-01-03,36,3.0,DF-100676,Active,True,,58582.0,47013.0,57332.0,67652.0,60563.0,0.9673,0.5605,7.07,14,0,False,False,False,False
DF-100100,Support,L3 - Senior,Lisbon,2020-10-04,63,2.0,DF-100373,Active,True,,68558.0,48498.0,59144.0,69790.0,61191.0,1.1204,0.9421,2.17,20,0,False,False,False,False
DF-100290,Engineering,L2 - Mid,Remote-DE,2024-07-03,18,3.0,DF-100188,Active,True,,69222.0,65840.0,80293.0,94746.0,80293.0,0.8621,0.117,1.36,5,0,True,False,False,False
DF-100605,Support,L2 - Mid,Lisbon,2024-05-03,20,3.0,DF-100322,Active,True,,42917.0,35399.0,43170.0,50940.0,45054.0,0.9526,0.4838,4.08,7,0,False,False,False,False
DF-100444,Support,L2 - Mid,Berlin,2023-09-03,28,3.0,DF-100473,Active,True,,46968.0,41186.0,50227.0,59268.0,50227.0,0.9351,0.3198,5.53,17,0,True,False,False,False
DF-100366,Operations,L2 - Mid,Remote-DE,2022-09-03,40,3.0,DF-100114,Active,True,,62660.0,45976.0,56068.0,66161.0,56068.0,1.1176,0.8266,1.82,24,0,True,False,False,False
DF-100644,Customer Success,L1 - Junior,Munich,2024-02-02,23,4.0,DF-100617,Terminated,False,2025-07-25,49881.0,40581.0,49489.0,58397.0,48084.0,1.0374,0.522,2.56,17,1,False,False,False,False
DF-100053,Customer Success,L3 - Senior,Lisbon,2024-12-02,13,3.0,DF-100109,Active,True,,57643.0,53503.0,65248.0,76993.0,63906.0,0.902,0.1762,0.74,24,0,False,False,False,False
DF-100227,Operations,L2 - Mid,Remote-DE,2022-03-05,46,3.0,DF-100182,Active,True,,59101.0,47277.0,57655.0,68033.0,61726.0,0.9575,0.5697,2.9,19,0,False,False,False,False
DF-100391,Data & Analytics,L2 - Mid,London,2018-03-07,94,3.0,DF-100613,Active,True,,86738.0,74613.0,90991.0,107370.0,90991.0,0.9533,0.3701,3.94,9,0,True,False,False,False
DF-100656,Customer Success,L2 - Mid,Lisbon,2025-04-03,9,1.0,DF-100626,Active,True,,55699.0,42812.0,52210.0,61607.0,52820.0,1.0545,0.6857,4.04,8,0,False,False,False,False
DF-100678,Sales,L2 - Mid,Lisbon,2022-10-04,39,4.0,DF-100350,Active,True,,53917.0,46970.0,57281.0,67591.0,46178.0,1.1676,0.3369,3.26,8,0,False,False,False,False
DF-100154,Marketing,L4 - Lead,Munich,2025-07-03,6,4.0,DF-100079,Active,True,,107348.0,92362.0,112637.0,132911.0,131359.0,0.8172,0.3696,3.21,0,0,False,False,False,False
DF-100251,Engineering,L5 - Manager,Lisbon,2024-06-03,19,3.0,DF-100052,Active,True,,138500.0,108099.0,131828.0,155557.0,126827.0,1.092,0.6406,2.34,24,0,False,True,False,False
DF-100275,Operations,L4 - Lead,Lisbon,2022-05-05,44,5.0,DF-100611,Active,True,,69484.0,65006.0,79276.0,93545.0,87607.0,0.7931,0.1569,4.23,12,0,False,False,False,False
DF-100662,Support,L1 - Junior,London,2022-06-04,43,3.0,DF-100103,Terminated,False,2025-03-02,39995.0,36981.0,45098.0,53216.0,42959.0,0.931,0.1856,1.71,23,1,False,False,False,False
DF-100475,Sales,L2 - Mid,Munich,2023-09-03,28,3.0,DF-100034,Active,True,,67322.0,62598.0,76339.0,90080.0,73132.0,0.9206,0.1719,2.33,11,0,False,False,False,False
DF-100158,Customer Success,L1 - Junior,London,2022-02-03,47,2.0,DF-100626,Active,True,,50498.0,43097.0,52557.0,62017.0,57992.0,0.8708,0.3912,2.65,18,0,False,False,False,False
DF-100271,Operations,L2 - Mid,Remote-DE,2018-10-06,87,3.0,DF-100490,Active,True,,68495.0,46189.0,56328.0,66467.0,55974.0,1.2237,1.1,1.56,15,0,False,False,False,False
DF-100044,Customer Success,L3 - Senior,Lisbon,2024-08-03,17,4.0,DF-100126,Terminated,False,2025-11-09,68951.0,56866.0,69348.0,81831.0,69348.0,0.9943,0.4841,5.53,8,1,True,False,False,False
DF-100668,Customer Success,L1 - Junior,Berlin,2022-12-04,37,1.0,DF-100109,Terminated,False,2024-08-22,44688.0,36465.0,44469.0,52473.0,44691.0,0.9999,0.5137,3.96,10,1,False,False,False,False
DF-100663,Engineering,L1 - Junior,Munich,2022-03-05,46,5.0,DF-100251,Active,True,,52094.0,52094.0,63529.0,74965.0,58542.0,0.8899,0.0,6.01,16,0,False,False,False,False
DF-100113,Support,L1 - Junior,Hamburg,2024-11-02,14,4.0,DF-100353,Active,True,,44956.0,31877.0,38875.0,45872.0,42350.0,1.0615,0.9345,6.29,10,0,False,False,False,False
DF-100024,Product,L1 - Junior,Remote-DE,2023-03-05,34,3.0,DF-100528,Active,True,,57300.0,46261.0,56416.0,66571.0,57805.0,0.9913,0.5435,4.83,9,0,False,False,False,False
DF-100211,Sales,L2 - Mid,Hamburg,2019-01-05,84,3.0,DF-100095,Active,True,,72740.0,56694.0,69139.0,81584.0,69139.0,1.0521,0.6447,0.96,19,0,True,False,False,False
DF-100108,Sales,L2 - Mid,Remote-DE,2023-11-03,26,3.0,DF-100034,Active,True,,70502.0,57874.0,70578.0,83282.0,63778.0,1.1054,0.497,3.92,17,0,False,False,False,False
DF-100320,Finance,L2 - Mid,London,2024-05-03,20,3.0,DF-100536,Active,True,,78153.0,60948.0,74326.0,87705.0,67074.0,1.1652,0.643,3.59,16,0,False,False,False,False
DF-100169,Support,L1 - Junior,London,2024-12-02,13,1.0,DF-100322,Terminated,False,2025-08-12,38240.0,36496.0,44507.0,52519.0,46550.0,0.8215,0.1088,1.91,19,1,False,False,False,False
DF-100079,Marketing,L4 - Lead,Hamburg,2024-04-03,21,5.0,DF-100621,Terminated,False,2025-12-05,93534.0,88698.0,108168.0,127639.0,105087.0,0.8901,0.1242,2.18,15,1,False,False,False,False
DF-100050,Engineering,L2 - Mid,Berlin,2022-08-04,41,4.0,DF-100346,Active,True,,85101.0,67176.0,81922.0,96667.0,85113.0,0.9999,0.6078,3.59,13,0,False,False,False,False
DF-100528,Product,L5 - Manager,Munich,2019-08-06,77,3.0,DF-100075,Active,True,,166780.0,135169.0,164840.0,194511.0,166809.0,0.9998,0.5327,1.13,12,0,False,False,False,False
DF-100084,Sales,L2 - Mid,Hamburg,2023-01-03,36,3.0,DF-100235,Active,True,,67630.0,57293.0,69869.0,82446.0,65629.0,1.0305,0.411,7.96,13,0,False,False,False,False
DF-100008,Product,L3 - Senior,Berlin,2025-07-03,6,5.0,DF-100528,Active,True,,98877.0,84693.0,103284.0,121875.0,102708.0,0.9627,0.3815,2.21,0,0,False,False,False,False
DF-100032,Engineering,L1 - Junior,Remote-DE,2020-06-05,67,3.0,DF-100558,Terminated,False,2024-07-22,55204.0,48032.0,58575.0,69119.0,61912.0,0.8917,0.3401,4.74,15,1,False,False,False,False
DF-100099,Product,L3 - Senior,Hamburg,2025-05-03,8,3.0,DF-100486,Active,True,,101477.0,86783.0,105833.0,124883.0,95476.0,1.0629,0.3857,3.01,6,0,False,False,False,False
DF-100109,Customer Success,L5 - Manager,Munich,2024-10-02,15,3.0,DF-100178,Active,True,,161307.0,110446.0,134690.0,158935.0,123112.0,1.3102,1.0489,1.55,7,0,False,False,False,False
DF-100136,Product,L2 - Mid,Remote-DE,2025-01-02,12,3.0,DF-100486,Active,True,,67093.0,61905.0,75494.0,89083.0,77200.0,0.8691,0.1909,3.07,4,0,False,False,False,False
DF-100330,People/HR,L1 - Junior,Remote-DE,2023-10-04,27,4.0,DF-100564,Active,True,,40335.0,35591.0,43404.0,51217.0,44462.0,0.9072,0.3036,2.43,10,0,False,False,False,False
DF-100222,Finance,L2 - Mid,Munich,2024-03-04,22,3.0,DF-100096,Active,True,,73987.0,56305.0,68665.0,81025.0,72602.0,1.0191,0.7153,2.54,17,0,False,False,False,False
DF-100028,Support,L2 - Mid,Lisbon,2022-04-04,45,3.0,DF-100676,Active,True,,51449.0,35916.0,43801.0,51685.0,47411.0,1.0852,0.985,5.86,16,0,False,False,False,False
DF-100287,Marketing,L1 - Junior,London,2024-05-03,20,2.0,DF-100079,Active,True,,53659.0,42219.0,51487.0,60754.0,51004.0,1.0521,0.6172,1.47,30,0,False,False,False,False
DF-100055,Operations,L2 - Mid,London,2022-01-03,48,2.0,DF-100490,Terminated,False,2024-08-24,65620.0,57442.0,70051.0,82660.0,66929.0,0.9804,0.3243,0.83,16,1,False,False,False,False
DF-100597,Finance,L1 - Junior,Hamburg,2021-06-04,55,4.0,DF-100536,Active,True,,49466.0,39686.0,48398.0,57109.0,52007.0,0.9511,0.5613,4.62,17,0,False,False,False,False
DF-100609,Support,L1 - Junior,Munich,2024-12-02,13,1.0,DF-100676,Terminated,False,2025-07-28,39021.0,33604.0,40981.0,48357.0,38580.0,1.0114,0.3672,1.36,21,1,False,False,False,False
DF-100048,Customer Success,L2 - Mid,Munich,2023-12-03,25,3.0,DF-100453,Active,True,,67726.0,54127.0,66008.0,77890.0,73238.0,0.9247,0.5723,5.1,11,0,False,False,False,False
DF-100665,Finance,L3 - Senior,Munich,2021-10-04,51,4.0,DF-100368,Active,True,,97392.0,76609.0,93426.0,110242.0,89895.0,1.0834,0.6179,5.33,16,0,False,False,False,False
DF-100477,Sales,L1 - Junior,Lisbon,2025-09-02,4,5.0,DF-100673,Active,True,,46733.0,36131.0,44062.0,51993.0,46917.0,0.9961,0.6684,6.22,4,0,False,False,False,False
DF-100063,Support,L1 - Junior,Remote-DE,2020-11-04,62,3.0,DF-100296,Active,True,,37708.0,29972.0,36551.0,43130.0,35922.0,1.0497,0.5879,2.64,9,0,False,False,False,False
DF-100413,Engineering,L3 - Senior,London,2023-02-02,35,4.0,DF-100251,Active,True,,127801.0,101539.0,123828.0,146117.0,122633.0,1.0421,0.5891,3.73,6,0,False,False,False,False
DF-100384,Operations,L2 - Mid,Munich,2023-12-03,25,3.0,DF-100458,Active,True,,67963.0,51152.0,62381.0,73610.0,67281.0,1.0101,0.7486,5.31,15,0,False,False,False,False
DF-100601,Data & Analytics,L3 - Senior,Remote-DE,2021-11-03,50,4.0,DF-100545,Active,True,,96033.0,82497.0,100607.0,118716.0,109491.0,0.8771,0.3737,3.46,7,0,False,False,False,False
DF-100322,Support,L4 - Lead,Remote-DE,2022-03-05,46,3.0,DF-100676,Active,True,,96985.0,70270.0,85695.0,101120.0,87806.0,1.1045,0.866,1.41,19,0,False,False,False,False
DF-100451,Sales,L2 - Mid,Munich,2022-09-03,40,3.0,DF-100095,Active,True,,74051.0,63179.0,77048.0,90916.0,73443.0,1.0083,0.392,2.29,18,0,False,False,False,False
DF-100234,Support,L2 - Mid,Berlin,2024-11-02,14,3.0,DF-100473,Active,True,,57224.0,41612.0,50747.0,59881.0,55622.0,1.0288,0.8546,4.88,13,0,False,False,True,False
DF-100462,Product,L1 - Junior,Munich,2024-01-03,24,2.0,DF-100352,Active,True,,60409.0,49625.0,60518.0,71411.0,60518.0,0.9982,0.495,2.1,14,0,True,False,False,False
DF-100424,Customer Success,L2 - Mid,Berlin,2018-11-05,86,3.0,DF-100617,Terminated,False,2024-09-07,57302.0,49334.0,60163.0,70992.0,57613.0,0.9946,0.3679,1.66,19,1,False,False,False,False
DF-100596,Customer Success,L2 - Mid,Remote-DE,2024-06-03,19,4.0,DF-100453,Active,True,,56383.0,49464.0,60322.0,71180.0,62002.0,0.9094,0.3186,3.92,16,0,False,False,False,False
DF-100303,Finance,L2 - Mid,Lisbon,2023-03-05,34,2.0,DF-100643,Active,True,,50509.0,44435.0,54189.0,63944.0,53198.0,0.9495,0.3113,3.41,2,0,False,False,False,False
DF-100598,Customer Success,L1 - Junior,Hamburg,2020-03-05,70,3.0,DF-100184,Active,True,,42188.0,35638.0,43461.0,51284.0,42530.0,0.992,0.4186,7.02,5,0,False,False,False,False
DF-100219,Support,L1 - Junior,Remote-DE,2019-06-06,79,4.0,DF-100296,Terminated,False,2025-04-25,30435.0,29199.0,35609.0,42018.0,35609.0,0.8547,0.0964,5.43,10,1,True,False,False,False
DF-100591,People/HR,L1 - Junior,Hamburg,2024-06-03,19,4.0,DF-100072,Active,True,,45343.0,35978.0,43876.0,51773.0,43809.0,1.035,0.5929,3.45,15,0,False,False,False,False
DF-100296,Support,L4 - Lead,Berlin,2020-10-04,63,3.0,DF-100373,Terminated,False,2024-09-15,89421.0,73658.0,89826.0,105995.0,80991.0,1.1041,0.4875,2.91,16,1,False,False,False,False
DF-100021,Customer Success,L3 - Senior,Munich,2025-10-02,3,3.0,DF-100109,Active,True,,83290.0,73716.0,89897.0,106078.0,89897.0,0.9265,0.2958,3.14,3,0,True,False,False,False
DF-100420,Sales,L1 - Junior,Hamburg,2021-06-04,55,3.0,DF-100350,Active,True,,55750.0,44635.0,54432.0,64230.0,53317.0,1.0456,0.5672,4.86,11,0,False,False,False,False
DF-100325,Marketing,L2 - Mid,Hamburg,2025-01-02,12,2.0,DF-100079,Active,True,,75321.0,52834.0,64432.0,76030.0,64432.0,1.169,0.9694,5.65,17,0,True,False,False,False
DF-100199,Customer Success,L2 - Mid,Munich,2025-08-02,5,3.0,DF-100617,Active,True,,64759.0,52906.0,64519.0,76133.0,65301.0,0.9917,0.5103,3.77,5,0,False,False,False,False
DF-100450,Data & Analytics,L1 - Junior,Hamburg,2020-04-05,69,3.0,DF-100442,Terminated,False,2025-07-19,49316.0,46619.0,56852.0,67085.0,51220.0,0.9628,0.1318,7.19,15,1,False,False,False,False
DF-100137,Sales,L1 - Junior,Berlin,2016-11-05,110,3.0,DF-100524,Terminated,False,2024-09-14,42853.0,42853.0,52260.0,61667.0,52260.0,0.82,0.0,5.3,14,1,True,False,False,False
DF-100536,Finance,L4 - Lead,London,2025-06-03,7,4.0,DF-100120,Active,True,,132265.0,103426.0,126129.0,148832.0,120765.0,1.0952,0.6351,5.12,14,0,False,False,False,False
DF-100212,Product,L1 - Junior,Munich,2020-07-05,66,3.0,DF-100479,Active,True,,73668.0,49678.0,60582.0,71487.0,64121.0,1.1489,1.1,1.53,22,0,False,False,False,False
DF-100655,Sales,L1 - Junior,Lisbon,2022-09-03,40,5.0,DF-100034,Active,True,,48702.0,36782.0,44856.0,52930.0,45522.0,1.0699,0.7382,4.02,6,0,False,False,False,False
DF-100634,Data & Analytics,L2 - Mid,Hamburg,2023-05-05,32,2.0,DF-100613,Active,True,,74137.0,62045.0,75664.0,89284.0,81203.0,0.913,0.4439,3.74,5,0,False,False,False,False
